english,basque,context
switch, kommutatu,Technological Sciences > Electrical technology and engineering
switch,etengailu,Technological Sciences > Environmental technology and engineering
switch,kommutadore,Technological Sciences > Computer technology
switch, kommutagailu,Technological Sciences > Computer technology
switch, switch,Technological Sciences > Computer technology
switch,kommutadore,Technological Sciences > Electronic technology
switch, kommutagailu,Technological Sciences > Electronic technology
switch, etengailu,Technological Sciences > Electronic technology
switch,etengailu,Physics > Aplied Physics
system,sistema,Medical Sciences > Pharmaceutical Technology
system,sistema,Technological Sciences > Construction technology
system,sistema,Technological Sciences > Instrumentation technology
system,sistema,Mathematics > Analysis and functional analysis
system,sistema,Technological Sciences > Environmental technology and engineering
system,sistema,Physics > General Physics specialities
system,sistema,Technological Sciences > Telecommunications technology
system,aparatu,Life sciences > Human physiology
system,sistema,Physics > Aplied Physics
system,sistema,Mathematics > Algebra
system,sistema,Medical Sciences > Pharmacology
system,sistema,Technological Sciences > Computer technology
tank,biltegi,Physics > Fluids (physics of)
tank, depositu,Physics > Fluids (physics of)
tank,andel,Technological Sciences > Environmental technology and engineering
tank, biltegi,Technological Sciences > Environmental technology and engineering
tank, tanga,Technological Sciences > Environmental technology and engineering
tank,andel,Technological Sciences > Instrumentation technology
tank, tanga,Technological Sciences > Instrumentation technology
taste,dastamen,Life sciences > Human physiology
taste,zapore,Medical Sciences > Pharmaceutical Technology
taste,zapore,Medical Sciences > Pharmacology
technical resource,baliabide tekniko,Technological Sciences > Projects
technical resource,baliabide teknologiko,Technological Sciences > Environmental technology and engineering
temperate virus,birus lisogeniko,Medical Sciences > Microbiology
temperate virus, birus moteldu,Medical Sciences > Microbiology
temperate virus,birus ematu,Life sciences > Microbiology
temperature,tenperatura,Physics > Electro-magnetism
temperature,tenperatura,Technological Sciences > Electronic technology
temperature,sukar,Medical Sciences > Pharmacology
temperature,tenperatura,Medical Sciences > Pharmaceutical Technology
temperature,tenperatura,Technological Sciences > Electrical technology and engineering
temperature,tenperatura,Physics > Aplied Physics
temperature,tenperatura,Technological Sciences > Environmental technology and engineering
temperature,tenperatura,Chemistry > Physical chemistry
temperature,tenperatura,Physics > General Physics specialities
terminal,terminal,Technological Sciences > Instrumentation technology
terminal,borne,Technological Sciences > Electrical technology and engineering
terminal, terminal,Technological Sciences > Electrical technology and engineering
terminal,borne,Physics > Aplied Physics
terminal, terminal,Physics > Aplied Physics
terminal,borne,Technological Sciences > Telecommunications technology
terminal,borne,Technological Sciences > Electronic technology
terminal, terminal,Technological Sciences > Electronic technology
terminal,borne,Physics > Electro-magnetism
terminal,borne,Technological Sciences > Environmental technology and engineering
terminal,terminal,Technological Sciences > Computer technology
test,test,Medical Sciences > Pharmaceutical Technology
test,saiakuntza,Technological Sciences > Electrical technology and engineering
test,saio,Physics > General Physics specialities
test,test,Medical Sciences > Pharmacology
test,kontrastatu,Economic Sciences > Econometrics
test, kontraste,Economic Sciences > Econometrics
test, test,Economic Sciences > Econometrics
test,entsegu,Technological Sciences > Environmental technology and engineering
test, esperimentu,Technological Sciences > Environmental technology and engineering
test, saiakuntza,Technological Sciences > Environmental technology and engineering
test,proba,Technological Sciences > Computer technology
therapeutic index,indize terapeutiko,Medical Sciences > Pharmacology
therapeutic index,balio terapeutiko,Medical Sciences > Microbiology
therapeutic index, tarte terapeutiko,Medical Sciences > Microbiology
threshold voltage,atari-tentsio,Technological Sciences > Electronic technology
threshold voltage,atalase-tentsio,Technological Sciences > Electrical technology and engineering
throughput,emaria,Technological Sciences > Computer technology
throughput,eraginkortasun,Technological Sciences > Environmental technology and engineering
throughput, errendimendu,Technological Sciences > Environmental technology and engineering
throughput, etekin,Technological Sciences > Environmental technology and engineering
thrust,bultzada,Physics > Fluids (physics of)
thrust,zamalkadura,Technological Sciences > Environmental technology and engineering
thrust,zamalkadura,Earth and Space Sciences > Geology
top,gailur,Technological Sciences > Computer technology
top,gain,Earth and Space Sciences > Geology
trace,aztarna,Technological Sciences > Computer technology
trace,aztarna,Technological Sciences > Environmental technology and engineering
trace,marrak egin,Technological Sciences > Industrial technology
trace, marratu,Technological Sciences > Industrial technology
trace element,oligoelementu,Technological Sciences > Environmental technology and engineering
trace element,aztarna-elementu,Technological Sciences > Chemical technology and engineering
trace element,elementu aztarna,Earth and Space Sciences > Geology
transfer,trasnmisio,Technological Sciences > Environmental technology and engineering
transfer,transferentzia,Technological Sciences > Computer technology
transfer,lekualdaketa,Technological Sciences > Projects
transfer,Tr,Economic Sciences > General economics
transfer, transferentzia,Economic Sciences > General economics
transfer,transferentzia,Economic Sciences > Organization and management of enterprises
transfer,transferentzia,Medical Sciences > Pharmaceutical Technology
transform fault,faila transformakor,Earth and Space Sciences > Geology
transform fault,faila transformatzaile,Technological Sciences > Environmental technology and engineering
transient response,egoera iragankor,Technological Sciences > Electronic technology
transient response,erantzun iragankor,Technological Sciences > Telecommunications technology
translation,itzulpen,Life sciences > Biochemistry and Molecular Biology
translation, proteinen sintesi,Life sciences > Biochemistry and Molecular Biology
translation,translazio,Physics > Mechanics
translation, translazio-higidura,Physics > Mechanics
translation,translazio,Technological Sciences > Construction technology
translation,traslazio,Physics > Theoretical physics
translation,translazio,Physics > Aplied Physics
translation, translazio-higidura,Physics > Aplied Physics
translation, translazio-mugimendu,Physics > Aplied Physics
translation,translazio,Mathematics > Analysis and functional analysis
transmission,transmisio,Physics > General Physics specialities
transmission,transmisio,Technological Sciences > Instrumentation technology
transmission,transmisio,Physics > Electro-magnetism
transmission,garraio,Physics > Fluids (physics of)
transmission line,garraio-linea,Technological Sciences > Electrical technology and engineering
transmission line,transmisio-linea,Technological Sciences > Telecommunications technology
transmission line,transmisio-linea,Physics > Electro-magnetism
transmit,garraiatu,Technological Sciences > Electrical technology and engineering
transmit,transmititu,Physics > Electro-magnetism
transport,garraio,Physics > Fluids (physics of)
transport,garraio,Economic Sciences > Organization and management of enterprises
transport,garraiatu,Technological Sciences > Environmental technology and engineering
trap,basamentu,Earth and Space Sciences > Geology
trap, zokalo,Earth and Space Sciences > Geology
trap,tranpa,Chemistry > Analytical chemistry
triangle,hiruki,Mathematics > Analysis and functional analysis
triangle, triangelu,Mathematics > Analysis and functional analysis
triangle,kartaboi,Technological Sciences > Industrial technology
triangle,hiruki,Technological Sciences > Mechanical engineering and technology
triangle, triangelu,Technological Sciences > Mechanical engineering and technology
triangle,triangelu,Technological Sciences > Construction technology
trough,fosa,Earth and Space Sciences > Geology
trough,aska barometriko,Earth and Space Sciences > Metereology and Oceanography
TSS,karratu totalaren batura,Economic Sciences > Econometrics
TSS, KTB,Economic Sciences > Econometrics
TSS,guztizko solido esekiak,Technological Sciences > Environmental technology and engineering
TSS, solido eseki totalak,Technological Sciences > Environmental technology and engineering
tube,saio-hodi,Life sciences > Biochemistry and Molecular Biology
tube,hodi,Technological Sciences > Environmental technology and engineering
tube,hodi,Chemistry > Physical chemistry
tube,hodi,Medical Sciences > Pharmaceutical Technology
tube, tutu,Medical Sciences > Pharmaceutical Technology
turn,bira,Technological Sciences > Electrical technology and engineering
turn, espira,Technological Sciences > Electrical technology and engineering
turn,torneatu,Technological Sciences > Mechanical engineering and technology
turnover,iraulketa,Technological Sciences > Environmental technology and engineering
turnover,negozio-bolumen,Economic Sciences > Organization and management of enterprises
turnover, negozio-zifra,Economic Sciences > Organization and management of enterprises
unconformity,etengune estratigrafiko,Earth and Space Sciences > Geology
unconformity,diskordantzia,Technological Sciences > Environmental technology and engineering
unijunction transistor,lotura unipolarreko transistore,Technological Sciences > Electrical technology and engineering
unijunction transistor,base bikoitzeko diodo,Technological Sciences > Electronic technology
unijunction transistor, juntura bakarreko transistore,Technological Sciences > Electronic technology
unijunction transistor, Uni-Junction Transistor,Technological Sciences > Electronic technology
unit vector,bektore unitario,Mathematics > Analysis and functional analysis
unit vector,bektore unitario,Physics > Electro-magnetism
unit vector, unitate-bektore,Physics > Electro-magnetism
unit vector,unitate bektore,Physics > General Physics specialities
unit vector,bektore unitario,Technological Sciences > Construction technology
use,erabilera,Medical Sciences > Pharmacology
use,kontsumitu,Technological Sciences > Environmental technology and engineering
use,kontsumitu,Technological Sciences > Electrical technology and engineering
vacuum flask,matraze kitasato,Chemistry > Physical chemistry
vacuum flask,kitasato,Chemistry > Organic chemistry
valence electron,elektroi lotu,Technological Sciences > Electronic technology
valence electron,balentzia-elektroi,Physics > General Physics specialities
valence electron,balentzia-elektroi,Life sciences > Biochemistry and Molecular Biology
valuation,balioespen,Economic Sciences > Organization and management of enterprises
valuation, baloraketa,Economic Sciences > Organization and management of enterprises
valuation, balorazio,Economic Sciences > Organization and management of enterprises
valuation,balioespen,Technological Sciences > Environmental technology and engineering
valuation, balioztapen,Technological Sciences > Environmental technology and engineering
valuation, balorazio,Technological Sciences > Environmental technology and engineering
valuation, ebaluazio,Technological Sciences > Environmental technology and engineering
valuation,tasazio,Technological Sciences > Projects
Van der Waals force,Van der Waals-en indarra,Technological Sciences > Environmental technology and engineering
Van der Waals force,Van der Waals indar,Life sciences > Biochemistry and Molecular Biology
vein,zain,Medical Sciences > Pharmaceutical Technology
vein,filoi,Earth and Space Sciences > Geology
vein,bena,Medical Sciences > Medical diagnostic and Treatment Technology
vein,zain,Medical Sciences > Pharmacology
volumetric flask,matraze aforatu,Technological Sciences > Environmental technology and engineering
volumetric flask,matraze aforatu,Chemistry > Physical chemistry
volumetric flask,matraze aforatu,Chemistry > Analytical chemistry
volumetric flask,matraze aforatu,Chemistry > Organic chemistry
volumetric flask, matraze bolumetriko,Chemistry > Organic chemistry
volumetric flask,matraze,Medical Sciences > Pharmaceutical Technology
wall,bereizte-horma,Physics > Thermodynamics
wall,horma,Technological Sciences > Construction technology
wall, pareta,Technological Sciences > Construction technology
wall,harresi,Technological Sciences > Projects
wall,horma,Technological Sciences > Environmental technology and engineering
washer,zirrindola,Technological Sciences > Industrial technology
washer,zirrindola,Technological Sciences > Mechanical engineering and technology
washer,zirrindola,Technological Sciences > Electrical technology and engineering
washer,garbigailu,Technological Sciences > Environmental technology and engineering
waste,xahutze,Economic Sciences > Organization and management of enterprises
waste,hondar,Medical Sciences > Pharmaceutical Technology
waste,errefus,Technological Sciences > Environmental technology and engineering
waste, hondakin,Technological Sciences > Environmental technology and engineering
waste, hondar,Technological Sciences > Environmental technology and engineering
waste,hondakin,Chemistry > Physical chemistry
waste,hondar,Life sciences > Animal Biology
waste,hustubide,Physics > Fluids (physics of)
waste, isurbide,Physics > Fluids (physics of)
water purification,ur-arazketa,Technological Sciences > Environmental technology and engineering
water purification, uren arazketa,Technological Sciences > Environmental technology and engineering
water purification,ura edangarri bihurtze,Medical Sciences > Public health
water supply,ur-horniketa,Technological Sciences > Environmental technology and engineering
water supply, ur-hornikuntza,Technological Sciences > Environmental technology and engineering
water supply, uraren hornikuntza,Technological Sciences > Environmental technology and engineering
water supply, uren horniketa,Technological Sciences > Environmental technology and engineering
water supply, uren hornikuntza,Technological Sciences > Environmental technology and engineering
water supply,ur-ekarpen,Technological Sciences > Chemical technology and engineering
wedge,ziri,Physics > Electro-magnetism
wedge,falka,Technological Sciences > Industrial technology
wedge, ziri,Technological Sciences > Industrial technology
wedge,txabetatu,Technological Sciences > Mechanical engineering and technology
well,putzu,Technological Sciences > Environmental technology and engineering
well,zundaketa,Earth and Space Sciences > Geology
wind,kopatu,Technological Sciences > Industrial technology
wind,harilkatu,Technological Sciences > Electrical technology and engineering
wind,haize,Earth and Space Sciences > Metereology and Oceanography
wind,harildu,Physics > Aplied Physics
wind, harilkatu,Physics > Aplied Physics
wind,haize,Technological Sciences > Environmental technology and engineering
working capital,errotazio-fondo,Economic Sciences > Economic accounting
working capital, errotazio-funts,Economic Sciences > Economic accounting
working capital,maniobra-fondo,Economic Sciences > Organization and management of enterprises
working capital, maniobra-funts,Economic Sciences > Organization and management of enterprises
