basque,spanish,context
azalera,superficie,Technological Sciences > Environmental technology and engineering
azalera,superficie,Mathematics > Statistics
azalera,área de una superficie,Physics > Electro-magnetism
azalera, superficie,Physics > Electro-magnetism
azalera,superficie,Medical Sciences > Pharmaceutical Technology
azalera,superficie,Physics > General Physics specialities
azalera,área,Technological Sciences > Industrial technology
azalera, área de una superficie,Technological Sciences > Industrial technology
azpimultzo,subconjunto,Mathematics > Algebra
azpimultzo,subconjunto,Mathematics > Analysis and functional analysis
azpimultzo,subconjunto,Physics > General Physics specialities
azpimultzo,subgrupo,Economic Sciences > Econometrics
azpimultzo,subconjunto,Economic Sciences > Organization and management of enterprises
aztarna,traza,Technological Sciences > Computer technology
aztarna,traza,Technological Sciences > Environmental technology and engineering
aztarna,huella,Technological Sciences > Projects
azterketa,evaluación,Medical Sciences > Dentistry
azterketa, exploración,Medical Sciences > Dentistry
azterketa,examen,Medical Sciences > Pharmacology
azterketa, exploración,Medical Sciences > Pharmacology
azterketa, análisis,Medical Sciences > Pharmacology
azterketa,estudio,Technological Sciences > Projects
azterketa,exámen,Juridical Sciences & Law > Constitutional law
azterketa,estudio,Medical Sciences > Pharmaceutical Technology
azterketa ekonomiko,análisis económico,Economic Sciences > Economic theory
azterketa ekonomiko,estudio económico,Technological Sciences > Projects
azterketa mikroskopiko,examen microscópica,Medical Sciences > Microbiology
azterketa mikroskopiko, observación microscópica,Medical Sciences > Microbiology
azterketa mikroskopiko,examen microscópico,Life sciences > Cell biology
aztertu,analizar,Economic Sciences > Economic accounting
aztertu,estudiar,Mathematics > Analysis and functional analysis
aztertu, examinar,Mathematics > Analysis and functional analysis
aztertu,averiguar,Juridical Sciences & Law > Finance law
babesgabetasun,desamparo,Juridical Sciences & Law > Constitutional law
babesgabetasun,indefensión,Juridical Sciences & Law > Procedural law
babesle,protector,Medical Sciences > Pharmacology
babesle,patrocinador,Technological Sciences > Projects
baheketa,cribado,Life sciences > Biochemistry and Molecular Biology
baheketa,cribado,Technological Sciences > Environmental technology and engineering
baheketa, descarte de proyectos,Technological Sciences > Environmental technology and engineering
baheketa, screening,Technological Sciences > Environmental technology and engineering
baheketa,cribadothermal balance,Technological Sciences > Chemical technology and engineering
baheketa, tamizado,Technological Sciences > Chemical technology and engineering
bahitura,embargo,Juridical Sciences & Law > Procedural law
bahitura,prenda,Juridical Sciences & Law > Civil law
bahitura,prenda,Juridical Sciences & Law > Roman law
bahitura,secuestro,Juridical Sciences & Law > Finance law
bahitura,embargo,Juridical Sciences & Law > Commercial law
bahitura, prenda,Juridical Sciences & Law > Commercial law
baietsi,aceptar/estimar,Juridical Sciences & Law > Procedural law
baietsi,estimar,Juridical Sciences & Law > Constitutional law
baietsi,aceptar,Juridical Sciences & Law > Law Philosophy
baietsi, consentir,Juridical Sciences & Law > Law Philosophy
baimen,autorización,Juridical Sciences & Law > Administrative law
baimen,permiso,Juridical Sciences & Law > Law Philosophy
baimen,permiso,Juridical Sciences & Law > Labour and Social Security law
baimen,autorización,Juridical Sciences & Law > Constitutional law
baimen,consentimiento,Medical Sciences > Pharmacology
baimen, permiso,Medical Sciences > Pharmacology
balbula,válbula,Technological Sciences > Instrumentation technology
balbula,válvula,Medical Sciences > Pharmaceutical Technology
balbula,válvula,Technological Sciences > Mechanical engineering and technology
balbula,válvula,Physics > Fluids (physics of)
balbula,válvula,Technological Sciences > Electrical technology and engineering
balbula,válvula,Technological Sciences > Food technology
balbula,válvula,Chemistry > Physical chemistry
balbula,válvula,Technological Sciences > Environmental technology and engineering
baldintza estandar,condición estándar,Chemistry > Physical chemistry
baldintza estandar,condiciones estándar,Life sciences > Biochemistry and Molecular Biology
baldintza estandar,condición estándar,Technological Sciences > Chemical technology and engineering
baldintza estandar, condición normal,Technological Sciences > Chemical technology and engineering
baldintza normal,condiciones estándar,Technological Sciences > Environmental technology and engineering
baldintza normal, condiciones normales,Technological Sciences > Environmental technology and engineering
baldintza normal,condiciones normales,Physics > Thermodynamics
baldintza normal,condición estándar,Technological Sciences > Chemical technology and engineering
baldintza normal, condición normal,Technological Sciences > Chemical technology and engineering
balio eguneratu garbi,valor actual neto,Economic Sciences > Organization and management of enterprises
balio eguneratu garbi, valor neto actualizado,Economic Sciences > Organization and management of enterprises
balio eguneratu garbi,valor actualizado neto,Economic Sciences > General economics
balio eguneratu garbi,valor actual neto,Technological Sciences > Projects
balio eguneratu garbi, VAN,Technological Sciences > Projects
balio nagusi,valor principal,Mathematics > Analysis and functional analysis
balio nagusi,valor superior,Juridical Sciences & Law > Constitutional law
balio nagusi,valor superior,Juridical Sciences & Law > Canon law
balio-galera,depreciación de valor,Juridical Sciences & Law > Finance law
balio-galera,depreciación,Technological Sciences > Projects
balio-galera, desvalorización,Technological Sciences > Projects
balio-galera,minusvalía,Economic Sciences > Economic accounting
balio-galera,desvalorización,Economic Sciences > Organization and management of enterprises
balio-galera,depreciación,Economic Sciences > Economic theory
balio-galera,depreciación,Economic Sciences > General economics
balioespen,valoración,Economic Sciences > Economic accounting
balioespen,valoración,Economic Sciences > Organization and management of enterprises
balioespen,evaluación,Technological Sciences > Environmental technology and engineering
balioespen, valoración,Technological Sciences > Environmental technology and engineering
balioespen,estimación,Juridical Sciences & Law > Law Philosophy
balioespen, valoración,Juridical Sciences & Law > Law Philosophy
balioespen,validación,Economic Sciences > Econometrics
balioetsi,validar,Juridical Sciences & Law > Constitutional law
balioetsi,valorar,Economic Sciences > Economic accounting
balioetsi,valorar,Juridical Sciences & Law > Canon law
balioztapen,comprobación,Juridical Sciences & Law > Finance law
balioztapen, verificación,Juridical Sciences & Law > Finance law
balioztapen,validación,Medical Sciences > Pharmaceutical Technology
balioztapen,evaluación,Technological Sciences > Environmental technology and engineering
balioztapen, valoración,Technological Sciences > Environmental technology and engineering
balioztatu,valorar,Juridical Sciences & Law > Canon law
balioztatu,valorar,Economic Sciences > Economic accounting
balioztatu,validar,Juridical Sciences & Law > Law Philosophy
baloratzaile, valoradora,Economic Sciences > Organization and management of enterprises
baloratzaile, valorador,Economic Sciences > Organization and management of enterprises
baloratzaile,valorante,Chemistry > Analytical chemistry
balore,título valor,Economic Sciences > Economic accounting
balore, valor (título valor),Economic Sciences > Economic accounting
balore,valor,Juridical Sciences & Law > Law Philosophy
balore-titulu,título-valor,Juridical Sciences & Law > Commercial law
balore-titulu,título valor,Economic Sciences > Economic accounting
balore-titulu, valor (título valor),Economic Sciences > Economic accounting
banaketa,división,Juridical Sciences & Law > Constitutional law
banaketa, separación,Juridical Sciences & Law > Constitutional law
banaketa,distribución,Mathematics > Analysis and functional analysis
banaketa,distribución,Physics > Thermodynamics
banaketa,distribución,Physics > Electro-magnetism
banaketa,partición,Juridical Sciences & Law > Civil law
banaketa,distribución,Mathematics > Statistics
banaketa,distribución,Medical Sciences > Pharmaceutical Technology
banaketa,distribución,Technological Sciences > Electrical technology and engineering
banaketa, reparto,Technological Sciences > Electrical technology and engineering
banaketa,reparto,Education sciences
banaketa,distribución,Life sciences > Biochemistry and Molecular Biology
banaketa,distribución,Chemistry > Analytical chemistry
banaketa, partición,Chemistry > Analytical chemistry
banaketa,distribución,Medical Sciences > Pharmacology
banaketa judizial,reparto judicial,Juridical Sciences & Law > Procedural law
banaketa judizial,partición judicial,Juridical Sciences & Law > Civil law
banaketa-koefiziente,coeficiente de reparto,Medical Sciences > Pharmaceutical Technology
banaketa-koefiziente,coeficiente de reparto,Chemistry > Organic chemistry
banaketa-koefiziente,coeficiente de distribución,Life sciences > Biochemistry and Molecular Biology
banaketa-koefiziente, coficiente de partición,Life sciences > Biochemistry and Molecular Biology
banaketa-sistema,sistema de distribución,Technological Sciences > Electrical technology and engineering
banaketa-sistema,sistema de reparto,Juridical Sciences & Law > Labour and Social Security law
banatu,escindir,Economic Sciences > Economic accounting
banatu,distribuir,Technological Sciences > Electrical technology and engineering
banda,banda,Technological Sciences > Telecommunications technology
banda,banda,Physics > General Physics specialities
banda,bisagra,Technological Sciences > Mechanical engineering and technology
baraila,mordaza,Technological Sciences > Mechanical engineering and technology
baraila,mandíbula,Life sciences > Animal Biology
barkamen,condonación,Juridical Sciences & Law > Labour and Social Security law
barkamen,condonación,Juridical Sciences & Law > Finance law
barkamen,gracia,Juridical Sciences & Law > Constitutional law
barkamen, perdón,Juridical Sciences & Law > Constitutional law
barkamen,perdón,Juridical Sciences & Law > Criminal law
barne-biderketa,producto interno,Physics > General Physics specialities
barne-biderketa,multiplicación escalar,Mathematics > Analysis and functional analysis
barne-biderketa, multiplicación interna,Mathematics > Analysis and functional analysis
barne-errendimenduaren tasa,tanto de rendimiento interno,Economic Sciences > Economic accounting
barne-errendimenduaren tasa, tasa de rendimiento interno,Economic Sciences > Economic accounting
barne-errendimenduaren tasa, tipo de rendimiento interno,Economic Sciences > Economic accounting
barne-errendimenduaren tasa,tasa interna de rendimiento,Technological Sciences > Projects
barne-errendimenduaren tasa, TIR,Technological Sciences > Projects
barne-indar,fuerza interna,Physics > Electro-magnetism
barne-indar,fuerza interior,Physics > Aplied Physics
barne-indar,fuerza interna,Technological Sciences > Construction technology
barne-lotura,unión interna,Technological Sciences > Construction technology
barne-lotura,ligadura interna,Physics > Thermodynamics
barne-merkatu,mercado interior,Juridical Sciences & Law > European Union law
barne-merkatu,mercado interno,Economic Sciences > General economics
barreiadura,difusión,Life sciences > Human physiology
barreiadura,dispersión,Physics > Electro-magnetism
barreiadura, esparcimiento,Physics > Electro-magnetism
