english,basque,context
charged particle,partikula kargatu,Physics > Aplied Physics
chart,grafiko,Mathematics > Statistics
chart,diagrama,Mathematics > Analysis and functional analysis
check,banku-txeke; txeke,Economic Sciences > Organization and management of enterprises
check,txeke,Economic Sciences > General economics
check,egiaztapen,Technological Sciences > Computer technology
citric acid,zitrato,Life sciences > Biochemistry and Molecular Biology
citric acid,azido zitriko,Medical Sciences > Pharmaceutical Technology
claim,erreklamazio,Technological Sciences > Projects
claim,adierazpen,Medical Sciences > Nutritional sciences
claim,errebindikazio,Economic Sciences > General economics
clamp,brida,Technological Sciences > Environmental technology and engineering
clamp,baraila; bridatu; txabetatu; brida,Technological Sciences > Mechanical engineering and technology
clamp,grapa,Technological Sciences > Electrical technology and engineering
cleaning agent,garbiketa-agente,Life sciences > Cell biology
cleaning agent,agente garbitzaile,Life sciences > Microbiology
clearance,argitze plasmatiko,Life sciences > Human physiology
clearance,garbitasun,Technological Sciences > Telecommunications technology
clearance,aklaramendu; garbiketa,Medical Sciences > Pharmacology
clearance,lasaiera,Technological Sciences > Construction technology
clearance,isolatze-distantzia,Technological Sciences > Electrical technology and engineering
clot,tronbo,Life sciences > Human physiology
clot,odolbatu; odolbildu,Life sciences > Biochemistry and Molecular Biology
cluster,gene talde,Medical Sciences > Microbiology
cluster,cluster,Technological Sciences > Computer technology
coal tar,harrikatz-alkaterna; harrikatz-mundrun,Technological Sciences > Chemical technology and engineering
coal tar,alkaterna; mundrun,Technological Sciences > Environmental technology and engineering
coating,geruza,Physics > Fluids (physics of)
coating,estaldura; estalki; estaltze,Medical Sciences > Pharmaceutical Technology
coating,estaldura,Technological Sciences > Mechanical engineering and technology
coil,hodibihur,Medical Sciences > Pharmaceutical Technology
coil,bira; espira; bobina; haril,Technological Sciences > Electrical technology and engineering
coil,espira; bobina; haril,Physics > Electro-magnetism
coil,espira; bobina; haril,Physics > Aplied Physics
coil,bobina; haril; induktantzia; indukzio-bobina,Technological Sciences > Electronic technology
coke oven,koke-bateria; koke-labeen bateria,Technological Sciences > Chemical technology and engineering
coke oven,koke-labe,Technological Sciences > Environmental technology and engineering
collection,bilketa; biltze,Technological Sciences > Environmental technology and engineering
collection,kobrantza,Economic Sciences > Organization and management of enterprises
colourant,tindatzaile,Life sciences > Cell biology
colourant,koloratzaile,Technological Sciences > Environmental technology and engineering
combination,konbinazio,Mathematics > Analysis and functional analysis
combination,konbinazio,Technological Sciences > Construction technology
combination,konbinazio,Physics > Electro-magnetism
combination,elkarketa; Konbinazio,Medical Sciences > Pharmacology
combination,konbinazio,Mathematics > Algebra
combination,konbinazio,Technological Sciences > Environmental technology and engineering
combustion,errekuntza,Technological Sciences > Chemical technology and engineering
combustion,konbustio,Chemistry > Organic chemistry
combustion,erreketa; errekuntza; konbustio,Technological Sciences > Environmental technology and engineering
combustion,errekuntza; konbustio,Chemistry > Physical chemistry
command,komando,Technological Sciences > Telecommunications technology
command,agindu; instrukzio; sententzia,Technological Sciences > Computer technology
commutation,kommutazio,Technological Sciences > Electrical technology and engineering
commutation,trukatze,Physics > Theoretical physics
commutation,kommutazio,Technological Sciences > Electronic technology
commutator,trukatzaile,Physics > Theoretical physics
commutator,kommutadore,Technological Sciences > Electrical technology and engineering
commutator,konmutadore,Physics > Aplied Physics
comparison,alderaketa,Technological Sciences > Environmental technology and engineering
comparison,konparaketa,Mathematics > Statistics
compass,iparrorratz,Earth and Space Sciences > Geology
compass,konpas,Technological Sciences > Mechanical engineering and technology
compass,iparrorratz; konpas,Technological Sciences > Construction technology
compass,iparrorratz; konpas,Technological Sciences > Environmental technology and engineering
compass,iparrorratz,Physics > Aplied Physics
competition,konkurrentzia; lehia,Economic Sciences > General economics
competition,konkurrentzia; konpetentzia; lehia,Economic Sciences > Economic theory
competition,konpetentzia,Life sciences > Microbiology
complement,konplementu; osagarri,Medical Sciences > Microbiology
complement,osagarri,Mathematics > Algebra
complement,osagarri,Mathematics > Topology
complement,konplementu,Life sciences > Microbiology
complex conjugate,konplexu konjugatu,Physics > General Physics specialities
complex conjugate,konplexu konjokatu,Mathematics > Analysis and functional analysis
composition,konposaketa,Technological Sciences > Projects
composition,konposaketa; konposizio,Mathematics > Analysis and functional analysis
composition,konposizio,Chemistry > Physical chemistry
composition,konposizio; osaera,Technological Sciences > Environmental technology and engineering
composition,konposizio,Medical Sciences > Pharmaceutical Technology
composition,konposizio,Mathematics > Algebra
composition,konposizio,Chemistry > Analytical chemistry
compressional wave,konpresio-uhin,Earth and Space Sciences > Geology
compressional wave,konpresio-uhin; P uhin,Technological Sciences > Environmental technology and engineering
compressional wave,luzetarako uhin,Physics > Aplied Physics
conceptual design,eraikuntza-proiektu,Technological Sciences > Projects
conceptual design,kontzeptu-diseinu,Technological Sciences > Mechanical engineering and technology
condenser,hoztaile,Chemistry > Organic chemistry
condenser,kondentsadore,Medical Sciences > Pharmaceutical Technology
condenser,kondentsadore,Technological Sciences > Environmental technology and engineering
condenser,hoztaile,Chemistry > Physical chemistry
condenser,kondentsadore,Physics > Optics
conditional distribution,baldintzatutako banaketa,Economic Sciences > Econometrics
conditional distribution,baldintzazko banaketa; banaketa baldintzatu,Mathematics > Statistics
conductimeter,konduktimetro,Chemistry > Physical chemistry
conductimeter,eroankortasun-detektagailu,Chemistry > Analytical chemistry
conduction,eroapen; eroapen elektriko,Physics > Electro-magnetism
conduction,kondukzio,Technological Sciences > Environmental technology and engineering
conduction,elektrizitatearen eroapen; eroapen; eroapen elektriko,Technological Sciences > Electronic technology
conduction,kondukzio,Earth and Space Sciences > Geology
conduction,eroapen,Physics > General Physics specialities
conduction,eroapen; kondukzio,Technological Sciences > Food technology
conduction,eroapen,Technological Sciences > Electrical technology and engineering
conductivity,eroaletasun; eroankortasun; konduktibitate,Technological Sciences > Environmental technology and engineering
conductivity,eroankortasun; konduktibitate,Chemistry > Physical chemistry
conductivity,eroankortasun,Physics > General Physics specialities
conductivity,eroankortasun; konduktibitate,Technological Sciences > Food technology
conductivity,konduktibitate,Physics > Aplied Physics
conductivity,eroankortasun; eroankortasun elektriko,Technological Sciences > Electronic technology
conductivity,eroaletasun; eroankortasun,Technological Sciences > Telecommunications technology
conductivity,eroaletasun; eroankortasun,Physics > Electro-magnetism
conductivity,eroankortasun,Chemistry > Analytical chemistry
conductivity,eroaletasun; eroankortasun,Technological Sciences > Electrical technology and engineering
conductivity,eroankortasun,Medical Sciences > Pharmaceutical Technology
conduit,tximinia,Earth and Space Sciences > Geology
conduit,hodi; tutu,Technological Sciences > Electrical technology and engineering
consistency,kontsistentzia,Technological Sciences > Computer technology
consistency,trinkotasun,Medical Sciences > Pharmaceutical Technology
consistency,tinkotasun,Economic Sciences > Econometrics
constant term,gai aske; gai independente,Mathematics > Analysis and functional analysis
constant term,terminu konstante,Economic Sciences > Econometrics
constraint,murrizketa,Mathematics > Analysis and functional analysis
constraint,murriztapen,Technological Sciences > Computer technology
constraint,murrizketa,Mathematics > Operations research
constraint,mugapen,Economic Sciences > Organization and management of enterprises
consumer,kontsumitzaile,Mathematics > Analysis and functional analysis
consumer,kontsumitzaile,Economic Sciences > Economic theory
consumer,abonatu; bezero; erabiltzaile,Technological Sciences > Electrical technology and engineering
consumer,kontsumitzaile,Economic Sciences > General economics
consumer,kontsumitzaile,Economic Sciences > Organization and management of enterprises
contact,ukipen,Medical Sciences > Pharmaceutical Technology
contact,ukipen,Physics > Thermodynamics
contact,kontaktu,Technological Sciences > Electrical technology and engineering
contact,kontaktu,Technological Sciences > Electronic technology
contact,kontaktu,Technological Sciences > Environmental technology and engineering
contact force,ukipen-indar,Physics > General Physics specialities
contact force,ukipen-indar,Physics > Mechanics
contact force,kontaktu-indar,Physics > Aplied Physics
contact surface,ukipen-gainazal,Technological Sciences > Mechanical engineering and technology
contact surface,ukipen-azalera,Medical Sciences > Pharmaceutical Technology
contact surface,kontaktu-gainazal; ukipen-azal,Physics > Aplied Physics
container,edukiontzi,Technological Sciences > Computer technology
container,edukiontzi,Economic Sciences > Organization and management of enterprises
container,edukiontzi,Technological Sciences > Environmental technology and engineering
container,ontzi,Physics > Fluids (physics of)
contamination,kontaminazio; kutsadura; poluzio,Technological Sciences > Environmental technology and engineering
contamination,kutsadura,Life sciences > Microbiology
contamination,kutsadura,Life sciences > Cell biology
contamination,kutsadura,Medical Sciences > Microbiology
contamination,kontaminazio,Medical Sciences > Medical diagnostic and Treatment Technology
contamination,kontaminazio; kutsadura,Medical Sciences > Pharmaceutical Technology
continental crust,kontinente-lurrazal,Earth and Space Sciences > Geology
continental crust,lurrazal kontinental,Technological Sciences > Environmental technology and engineering
continental platform,plataforma kontinental,Technological Sciences > Environmental technology and engineering
continental platform,kontinente-plataforma; kontinenteetako plataforma,Earth and Space Sciences > Geology
continuity equation,jarraitutasunaren ekuazio,Physics > Fluids (physics of)
continuity equation,jarraitutasun-ekuazio; jarraitutasunaren ekuazio,Technological Sciences > Electrical technology and engineering
